scene,condition,jod,jod_low,jod_high,CIHigh,CILow
Bicycle_0,Pleno3x3_R1,3.04926986374776,2.69710475741943,3.37799394096372,0.32872407721596,-0.35216510632833
Bicycle_0,Pleno3x3_R2,1.90107144767508,1.59908782141923,2.13664286891844,0.23557142124336,-0.30198362625585
Bicycle_0,Pleno3x3_R3,-0.736714805443505,-1.02821989012209,-0.411319295821489,0.325395509622016,-0.291505084678585
Bicycle_0,Pleno3x3_R4,-1.03390559618631,-1.23009991619812,-0.788440730772845,0.245464865413465,-0.19619432001181
Bicycle_0,VVC3x3_R1,0.272853301007673,0.0397124902182982,0.672293628661524,0.399440327653851,-0.233140810789375
Bicycle_0,VVC3x3_R2,-0.850119030051147,-1.0618308560589,-0.631362672094609,0.218756357956538,-0.211711826007753
Bicycle_0,VVC3x3_R3,-1.15888011180931,-1.39463161527544,-0.979118363305759,0.179761748503551,-0.23575150346613
Bicycle_0,VVC3x3_R4,-1.44357506894024,-1.76519896402081,-1.16162722308935,0.28194784585089,-0.32162389508057
Bicycle_1,Pleno3x3_R1,2.28503752540717,1.98812190989147,2.65198118628605,0.36694366087888,-0.2969156155157
Bicycle_1,Pleno3x3_R2,1.5098318607789,1.14317156105998,1.73856069106677,0.22872883028787,-0.36666029971892
Bicycle_1,Pleno3x3_R3,-0.317155916864067,-0.642533010044712,0.0315985091226179,0.348754425986685,-0.325377093180645
Bicycle_1,Pleno3x3_R4,-0.46712551826419,-0.634585837011975,-0.253126429857539,0.213999088406651,-0.167460318747785
Bicycle_1,VVC3x3_R1,-0.180129832279945,-0.347170676679883,-0.0700843666727029,0.110045465607242,-0.167040844399938
Bicycle_1,VVC3x3_R2,-0.666874566987066,-0.762589409043302,-0.487936246938137,0.178938320048929,-0.0957148420562359
Bicycle_1,VVC3x3_R3,-1.04408146887566,-1.44919824308805,-0.689327555013293,0.354753913862367,-0.40511677421239
Bicycle_1,VVC3x3_R4,-1.11950208291515,-1.4387669304439,-0.821435995770749,0.298066087144401,-0.31926484752875
Bicycle_2,Pleno3x3_R1,2.5924272603334,2.183895712728,2.9535817057018,0.3611544453684,-0.4085315476054
Bicycle_2,Pleno3x3_R2,1.24899219273814,0.99734837261166,1.63311033117528,0.38411813843714,-0.25164382012648
Bicycle_2,Pleno3x3_R3,-0.33089177187313,-0.577268279529294,-0.105524592999332,0.225367178873798,-0.246376507656164
Bicycle_2,Pleno3x3_R4,-0.739538661127829,-0.966698455673659,-0.552660809619838,0.186877851507991,-0.22715979454583
Bicycle_2,VVC3x3_R1,-0.167590232481156,-0.401283010794462,0.0281318392659741,0.19572207174713,-0.233692778313306
Bicycle_2,VVC3x3_R2,-0.841134165678745,-1.08820123799631,-0.630543812196442,0.210590353482303,-0.247067072317565
Bicycle_2,VVC3x3_R3,-0.84208797801224,-1.14463565988791,-0.629425887669812,0.212662090342428,-0.30254768187567
Bicycle_2,VVC3x3_R4,-0.920176643898433,-1.20120203947321,-0.691537774018759,0.228638869879674,-0.281025395574777
Bikes_0,Pleno3x3_R1,2.79908911875879,2.51807053805263,3.17571507116514,0.37662595240635,-0.28101858070616
Bikes_0,Pleno3x3_R2,1.66647020934841,1.32460275888449,1.91728666817083,0.25081645882242,-0.34186745046392
Bikes_0,Pleno3x3_R3,-0.36203896161231,-0.575807378589069,-0.159280408712201,0.202758552900109,-0.213768416976759
Bikes_0,Pleno3x3_R4,-1.34947127621709,-1.67740952776957,-1.1417745609408,0.20769671527629,-0.32793825155248
Bikes_0,VVC3x3_R1,0.273753130932616,0.115725506398664,0.559737594798242,0.285984463865626,-0.158027624533952
Bikes_0,VVC3x3_R2,-0.826976465250679,-1.00502781073879,-0.603480419091414,0.223496046159265,-0.178051345488111
Bikes_0,VVC3x3_R3,-0.902173170575165,-1.12193201201324,-0.658199030318926,0.243974140256239,-0.219758841438075
Bikes_0,VVC3x3_R4,-1.29865258538457,-1.59892938614383,-1.06287059809912,0.23578198728545,-0.30027680075926
Bikes_1,Pleno3x3_R1,2.19032951024289,1.93947420130316,2.60328677973542,0.41295726949253,-0.25085530893973
Bikes_1,Pleno3x3_R2,1.59556921754252,1.37614860731176,1.87443595073986,0.27886673319734,-0.21942061023076
Bikes_1,Pleno3x3_R3,-0.32856973951818,-0.501239449470895,-0.0209395429376399,0.30763019658054,-0.172669709952715
Bikes_1,Pleno3x3_R4,-0.97371803929203,-1.28619570363909,-0.760706105010466,0.213011934281564,-0.31247766434706
Bikes_1,VVC3x3_R1,-0.16726868130053,-0.441303634820115,0.0501234429785936,0.217392124279124,-0.274034953519585
Bikes_1,VVC3x3_R2,-0.559376812252993,-0.774926694278726,-0.362917159289202,0.196459652963791,-0.215549882025733
Bikes_1,VVC3x3_R3,-0.804075036351583,-0.975257831153205,-0.685633100384604,0.118441935966979,-0.171182794801622
Bikes_1,VVC3x3_R4,-0.952890419070091,-1.18478991488568,-0.803042362740925,0.149848056329166,-0.231899495815589
Bikes_2,Pleno3x3_R1,2.38926781470141,2.16301237627756,2.75275732903667,0.36348951433526,-0.22625543842385
Bikes_2,Pleno3x3_R2,1.45026022627485,1.28202052775422,1.78642229871159,0.33616207243674,-0.16823969852063
Bikes_2,Pleno3x3_R3,-0.421396068635061,-0.729939966942222,-0.244614616874496,0.176781451760565,-0.308543898307161
Bikes_2,Pleno3x3_R4,-1.27840914066391,-1.49827681544689,-0.999370239743438,0.279038900920472,-0.21986767478298
Bikes_2,VVC3x3_R1,0.145123818803272,-0.0711554088212122,0.283692831776697,0.138569012973425,-0.216279227624484
Bikes_2,VVC3x3_R2,-0.561342864693462,-0.756847460245684,-0.350008524829352,0.21133433986411,-0.195504595552222
Bikes_2,VVC3x3_R3,-0.635849134467142,-0.863422378925276,-0.454430233066776,0.181418901400366,-0.227573244458134
Bikes_2,VVC3x3_R4,-1.08765465131996,-1.32092072566105,-0.888083969142393,0.199570682177567,-0.23326607434109
Fountain_0,Pleno3x3_R1,2.81128356833454,2.43894496353975,3.23958059943394,0.4282970310994,-0.37233860479479
Fountain_0,Pleno3x3_R2,2.08230849940602,1.65481738807825,2.35956911383508,0.27726061442906,-0.42749111132777
Fountain_0,Pleno3x3_R3,-0.471748552240635,-0.657494796530962,-0.277128257620157,0.194620294620478,-0.185746244290327
Fountain_0,Pleno3x3_R4,-0.833524737186546,-1.08387811643822,-0.489613630547392,0.343911106639154,-0.250353379251674
Fountain_0,VVC3x3_R1,-0.149782972151338,-0.333238129792188,0.0648587986604611,0.214641770811799,-0.18345515764085
